id,is_iceberg
5941774d,0.8091013431549072
4023181e,0.8203272819519043
b20200e4,0.7801076769828796
e7f018bb,0.789372980594635
4371c8c3,0.808961033821106
a8d9b1fd,0.6920874118804932
29e7727e,0.852712869644165
92a51ffb,0.7962068915367126
c769ac97,0.8111533522605896
aee0547d,0.8009130358695984
565b28ac,0.7870413661003113
e04e9775,0.8605222702026367
8e8161d1,0.8008825778961182
4cf4d256,0.8041433095932007
139e5324,0.7312621474266052
f156976f,0.8451889157295227
68a117cc,0.8191531300544739
d9aa7a56,0.7687777876853943
9005b143,0.7868470549583435
5f6d3988,0.8115586638450623
9ad70954,0.8263874650001526
b9087b9e,0.8048465847969055
a39a1427,0.779512882232666
82fbe8ed,0.8281727433204651
1fae4879,0.8096636533737183
6dd8f13d,0.8232362866401672
bbad5958,0.8308223485946655
54527583,0.7851935029029846
be8fa29c,0.822334349155426
81a3328f,0.8209162354469299
1a3c0ab3,0.8238181471824646
4deeeb8b,0.7971143126487732
ac6d5632,0.797490656375885
472dadb5,0.7991052865982056
96093f95,0.8307507634162903
f5b4e3df,0.8276918530464172
e01a3c92,0.8085682988166809
001680af,0.8109737634658813
8e639f33,0.8029413223266602
a2c16612,0.8364861607551575
a6d76474,0.756805956363678
19c47684,0.8002975583076477
015827b6,0.828260064125061
7df7f7ce,0.8050404787063599
0bbf1a3f,0.7780302166938782
636cfbb7,0.8133912682533264
7370030a,0.7993258237838745
43aa97ad,0.8545514941215515
ba2b5e63,0.7927838563919067
dfdd335b,0.7609984874725342
e79b13dc,0.7471740245819092
dc32b195,0.7904034852981567
6d868590,0.8038596510887146
75fa59aa,0.8000104427337646
ffe50836,0.7429128885269165
a7bfd784,0.8311811685562134
b3d569e3,0.8398240804672241
6c538c5b,0.8356717228889465
5c7c15f4,0.7842580676078796
0b745139,0.7859528064727783
fd14608e,0.82423335313797
f0bc8305,0.8314178586006165
a10ccb28,0.8089467287063599
543304c7,0.8152157068252563
6c3a4078,0.8162311315536499
9b73cc75,0.7637054324150085
5c6c71b1,0.8064708113670349
09ee9186,0.7915037274360657
207c35cf,0.7982162833213806
153c813e,0.812813937664032
5605d58b,0.7653155326843262
642ca396,0.7996313571929932
d32d72c0,0.8193793892860413
16646a17,0.8164654970169067
384074af,0.7727639675140381
69bf1e8c,0.8038346767425537
9e90a054,0.8336425423622131
89dbe7f7,0.8298865556716919
dbd27d22,0.7571104764938354
a2ea1561,0.8429560661315918
d63402af,0.8144974112510681
1ac8bb92,0.8188118934631348
8beffca5,0.7978618741035461
46741f3e,0.8023900985717773
e5ee6aa7,0.8545634150505066
5ecd892b,0.795260488986969
69892166,0.8596095442771912
2f725a81,0.8039150238037109
810abfe4,0.754733681678772
e6f973e6,0.8265978693962097
c60a5c46,0.8329449892044067
c42b9e08,0.824276328086853
c3f00c23,0.7268264889717102
5307fdb8,0.8368661403656006
3e4f005e,0.7920646071434021
4a4cc2e0,0.8083699941635132
9bdd88d1,0.8294841647148132
0d832bed,0.8227737545967102
14a134fa,0.7545157670974731
78a41676,0.7829633355140686
0bd4658e,0.8112404346466064
4a311bb0,0.7735767364501953
f939c817,0.8286451697349548
956adc4d,0.796635627746582
f8a119f5,0.8118281364440918
61faa1ad,0.8037540316581726
6725eb3e,0.7968854904174805
17b3a8fd,0.7522794008255005
49a88dfc,0.7870490550994873
2d6ec645,0.8196320533752441
0d4d77ba,0.810202956199646
3ee672a2,0.8142125606536865
738b41fd,0.8158608675003052
f7fb320d,0.8129560947418213
b42fad18,0.7911017537117004
4ab8b00a,0.7966281771659851
f7870f2b,0.8145069479942322
4978666a,0.7958633303642273
f1b0d6c7,0.8518038988113403
5642407f,0.8086937665939331
36d4ff92,0.8391225337982178
4139aba2,0.8246244192123413
7585ce58,0.8080412149429321
33e25984,0.8061491250991821
ac46f3c9,0.8158900737762451
fc34a5b8,0.815880537033081
85c36a8f,0.7672873139381409
b2d8a426,0.811011791229248
13ec60d1,0.8176301121711731
9d440f42,0.797231137752533
1c0a891e,0.8055179119110107
981c3bc3,0.8078364133834839
295604f4,0.8472502827644348
16ca16c3,0.7888187766075134
b4dda837,0.8087552785873413
88d088ef,0.8334547877311707
1b4fa160,0.7954345345497131
f371bd82,0.7227649688720703
b130a0b7,0.7892923951148987
ebf1de82,0.8040841817855835
01e651c3,0.8592854142189026
51b1fecc,0.7835231423377991
fa635a31,0.8303858041763306
97b7d789,0.7958856821060181
2f598053,0.7745223045349121
c0e3e148,0.8062321543693542
